departement,num_circo,exprimes,nuls,blancs,votants,abstentions,inscrits,nom,nuance,voix,perc_ins,perc_exp,status
35,01,67287,458,1089,68834,25504,94338,M. Sébastien GIRARD,REG,887,0.94,1.32,Battu
35,01,67287,458,1089,68834,25504,94338,Mme Valérie HAMON,EXG,875,0.93,1.3,Battu
35,01,67287,458,1089,68834,25504,94338,Mme Rosa VASQUEZ,DVG,347,0.37,0.52,Battu
35,01,67287,458,1089,68834,25504,94338,M. Frédéric MATHIEU,DVG,8,0.01,0.01,Battu
35,02,75318,450,1022,76790,23110,99900,M. Tristan LAHAIS,UG,30361,30.39,40.31,Qualif
35,02,75318,450,1022,76790,23110,99900,Mme Laurence MAILLART-MÉHAIGNERIE,ENS,25792,25.82,34.24,Qualif
35,02,75318,450,1022,76790,23110,99900,Mme Bérénice VANHAECKE,RN,13130,13.14,17.43,Qualif
35,02,75318,450,1022,76790,23110,99900,M. Christophe DECOURCELLE,LR,5218,5.22,6.93,Battu
35,02,75318,450,1022,76790,23110,99900,Mme Florence DEFRANCE,EXG,746,0.75,0.99,Battu
35,02,75318,450,1022,76790,23110,99900,M. Olivier HANNE,ECO,71,0.07,0.09,Battu
35,03,67040,646,1162,68848,24526,93374,Mme Claudia ROUAUX,UG,24649,26.4,36.77,Qualif
35,03,67040,646,1162,68848,24526,93374,Mme Charlotte FAILLÉ,ENS,19919,21.33,29.71,Qualif
35,03,67040,646,1162,68848,24526,93374,Mme Virginie D'ORSANNE,RN,18850,20.19,28.12,Qualif
35,03,67040,646,1162,68848,24526,93374,M. Victor ROULET,DVD,1688,1.81,2.52,Battu
35,03,67040,646,1162,68848,24526,93374,M. Mathieu GUIHARD,REG,1132,1.21,1.69,Battu
35,03,67040,646,1162,68848,24526,93374,M. Jean-Louis AMISSE,EXG,802,0.86,1.2,Battu
35,04,68965,543,1420,70928,26760,97688,M. Jacques FRANÇOIS,RN,22275,22.8,32.3,Qualif
35,04,68965,543,1420,70928,26760,97688,Mme Mathilde HIGNET,UG,22139,22.66,32.1,Qualif
35,04,68965,543,1420,70928,26760,97688,Mme Anne PATAULT,ENS,16595,16.99,24.06,Qualif
35,04,68965,543,1420,70928,26760,97688,M. Jeremy GILBERT,LR,6103,6.25,8.85,Battu
35,04,68965,543,1420,70928,26760,97688,Mme Sophie HUBERT,DSV,985,1.01,1.43,Battu
35,04,68965,543,1420,70928,26760,97688,Mme Sandra CHIRAZI,EXG,868,0.89,1.26,Battu
35,05,78138,870,1902,80910,30678,111588,Mme Christine LE NABOUR,ENS,33147,29.7,42.42,Qualif
35,05,78138,870,1902,80910,30678,111588,Mme Françoise GILOIS,RN,23298,20.88,29.82,Qualif
35,05,78138,870,1902,80910,30678,111588,M. Gilles RENAULT,UG,20200,18.1,25.85,Qualif
35,05,78138,870,1902,80910,30678,111588,Mme Christelle JARNY,EXG,1493,1.34,1.91,Battu
35,06,64509,536,1141,66186,24462,90648,M. Thierry BENOIT,ENS,26968,29.75,41.81,Qualif
35,06,64509,536,1141,66186,24462,90648,M. Tangi MARION,RN,19960,22.02,30.94,Qualif
35,06,64509,536,1141,66186,24462,90648,Mme Elsa LAFAYE,UG,16209,17.88,25.13,Qualif
35,06,64509,536,1141,66186,24462,90648,M. Ludovic HUBERT,EXG,839,0.93,1.3,Battu
35,06,64509,536,1141,66186,24462,90648,M. Pascal THEVENET,DVC,402,0.44,0.62,Battu
35,06,64509,536,1141,66186,24462,90648,M. Gilliatt DE STAËRCK,DVG,131,0.14,0.2,Battu
35,07,75114,437,1095,76646,30003,106649,M. Jean-Luc BOURGEAUX,DVD,32549,30.52,43.33,Qualif
35,07,75114,437,1095,76646,30003,106649,M. Dylan LEMOINE,RN,21184,19.86,28.2,Qualif
35,07,75114,437,1095,76646,30003,106649,M. Nicolas GUIVARC'H,UG,16701,15.66,22.23,Qualif
35,07,75114,437,1095,76646,30003,106649,M. Christophe FICHET,DVC,3665,3.44,4.88,Battu
35,07,75114,437,1095,76646,30003,106649,M. Edouard DESCOTTES,EXG,1015,0.95,1.35,Battu
35,08,68183,354,717,69254,22703,91957,M. Mickaël BOULOUX,UG,36029,39.18,52.84,Elu
35,08,68183,354,717,69254,22703,91957,Mme Hermine MAUZE,ENS,17517,19.05,25.69,Battu
35,08,68183,354,717,69254,22703,91957,Mme Kellie LUCCO,RN,9820,10.68,14.4,Battu
35,08,68183,354,717,69254,22703,91957,M. Mahé GARGAM,LR,3390,3.69,4.97,Battu
35,08,68183,354,717,69254,22703,91957,M. Maël EGRON,REG,768,0.84,1.13,Battu
35,08,68183,354,717,69254,22703,91957,M. Fabrice LUCAS,EXG,654,0.71,0.96,Battu
35,08,68183,354,717,69254,22703,91957,M. Camille CHAMPALAUNE,ECO,5,0.01,0.01,Battu
36,01,49141,646,1132,50919,26156,77075,Mme Mylène WUNSCH,RN,19755,25.63,40.2,Qualif
36,01,49141,646,1132,50919,26156,77075,M. François JOLIVET,HOR,17256,22.39,35.12,Qualif
36,01,49141,646,1132,50919,26156,77075,Mme Eloïse GONZALEZ,UG,10658,13.83,21.69,Qualif
36,01,49141,646,1132,50919,26156,77075,Mme Véronique GELINAUD,EXG,756,0.98,1.54,Battu
36,01,49141,646,1132,50919,26156,77075,Mme Marie-Odile TRUSCH,REC,716,0.93,1.46,Battu
36,02,58762,814,1400,60976,26395,87371,M. Marc SIFFERT,UXD,24512,28.06,41.71,Qualif
36,02,58762,814,1400,60976,26395,87371,M. Nicolas FORISSIER,LR,18700,21.4,31.82,Qualif
36,02,58762,814,1400,60976,26395,87371,M. Clément SAPIN,UG,13783,15.78,23.46,Qualif
36,02,58762,814,1400,60976,26395,87371,M. Damien MERCIER,EXG,931,1.07,1.58,Battu
36,02,58762,814,1400,60976,26395,87371,M. Pierre SCHWARZ,DIV,836,0.96,1.42,Battu
37,01,46886,254,565,47705,24259,71964,M. Charles FOURNIER,UG,21250,29.53,45.32,Qualif
37,01,46886,254,565,47705,24259,71964,M. Benoist PIERRE,ENS,11333,15.75,24.17,Qualif
37,01,46886,254,565,47705,24259,71964,Mme Lisa GARBAY,RN,8870,12.33,18.92,Battu
37,01,46886,254,565,47705,24259,71964,M. Lucas JANER,LR,2774,3.85,5.92,Battu
37,01,46886,254,565,47705,24259,71964,M. Alain DAYAN,DVG,1690,2.35,3.6,Battu
37,01,46886,254,565,47705,24259,71964,M. Arnaud OSSART,REC,496,0.69,1.06,Battu
37,01,46886,254,565,47705,24259,71964,M. Thomas JOUHANNAUD,EXG,473,0.66,1.01,Battu
37,02,63837,530,1302,65669,27451,93120,Mme Corine FOUGERON,RN,22396,24.05,35.08,Qualif
37,02,63837,530,1302,65669,27451,93120,M. Daniel LABARONNE,ENS,20801,22.34,32.58,Qualif
37,02,63837,530,1302,65669,27451,93120,Mme Christelle GOBERT,UG,14891,15.99,23.33,Qualif
37,02,63837,530,1302,65669,27451,93120,M. Maxime MAINTIER,LR,4123,4.43,6.46,Battu
37,02,63837,530,1302,65669,27451,93120,Mme Anne BRUNET,EXG,938,1.01,1.47,Battu
37,02,63837,530,1302,65669,27451,93120,M. Philippe SAINTIGNAN,REC,688,0.74,1.08,Battu
37,03,67453,729,1633,69815,29596,99411,M. Henri ALFANDARI,ENS,22174,22.31,32.87,Qualif
37,03,67453,729,1633,69815,29596,99411,M. Jules ROBIN,UXD,21724,21.85,32.21,Qualif
37,03,67453,729,1633,69815,29596,99411,Mme Sandra BARBIER,UG,17240,17.34,25.56,Qualif
37,03,67453,729,1633,69815,29596,99411,M. Emmanuel FRANÇOIS,DIV,3248,3.27,4.82,Battu
37,03,67453,729,1633,69815,29596,99411,M. Christophe LEGENDRE,EXG,1060,1.07,1.57,Battu
37,03,67453,729,1633,69815,29596,99411,M. Amin BRIMOU,DIV,1004,1.01,1.49,Battu
37,03,67453,729,1633,69815,29596,99411,M. Xavier BOURIN,REC,1003,1.01,1.49,Battu
37,04,61812,531,1145,63488,29246,92734,M. Jean-François BELLANGER,RN,20328,21.92,32.89,Qualif
37,04,61812,531,1145,63488,29246,92734,M. Laurent BAUMEL,UG,18374,19.81,29.73,Qualif
37,04,61812,531,1145,63488,29246,92734,Mme Fabienne COLBOC,ENS,17092,18.43,27.65,Qualif
37,04,61812,531,1145,63488,29246,92734,Mme Sophie LAGRÉE,LR,5287,5.7,8.55,Battu
37,04,61812,531,1145,63488,29246,92734,M. Kévin GARDEAU,EXG,731,0.79,1.18,Battu
37,05,59914,483,1165,61562,26115,87677,M. François DUCAMP,RN,21118,24.09,35.25,Qualif
37,05,59914,483,1165,61562,26115,87677,Mme Sabine THILLAYE,ENS,16025,18.28,26.75,Qualif
37,05,59914,483,1165,61562,26115,87677,Mme Marina COCCIA,UG,14457,16.49,24.13,Qualif
37,05,59914,483,1165,61562,26115,87677,Mme Constance BALES,LR,6805,7.76,11.36,Battu
37,05,59914,483,1165,61562,26115,87677,M. David BILLON,REC,809,0.92,1.35,Battu
37,05,59914,483,1165,61562,26115,87677,Mme Christine DELARUE,EXG,700,0.8,1.17,Battu
38,01,62720,237,675,63632,20247,83879,M. Hugo PREVOST,UG,25207,30.05,40.19,Qualif
38,01,62720,237,675,63632,20247,83879,M. Olivier VÉRAN,ENS,21089,25.14,33.62,Qualif
38,01,62720,237,675,63632,20247,83879,M. Alexandre LACROIX,UXD,11504,13.71,18.34,Qualif
38,01,62720,237,675,63632,20247,83879,Mme Nathalie BÉRANGER,LR,4379,5.22,6.98,Battu
38,01,62720,237,675,63632,20247,83879,M. Rémi ADAM,EXG,541,0.64,0.86,Battu
38,02,52607,295,898,53800,25415,79215,Mme Cyrielle CHATELAIN,UG,22185,28.01,42.17,Qualif
38,02,52607,295,898,53800,25415,79215,M. Edouard ROBERT,RN,16043,20.25,30.5,Qualif
38,02,52607,295,898,53800,25415,79215,Mme Louve CARRIÈRE,ENS,10114,12.77,19.23,Qualif
38,02,52607,295,898,53800,25415,79215,Mme Raphaele DE CARVALHO,LR,3064,3.87,5.82,Battu
38,02,52607,295,898,53800,25415,79215,Mme Chantal GOMEZ,EXG,661,0.83,1.26,Battu
38,02,52607,295,898,53800,25415,79215,M. Bruno LAFEUILLE,REC,540,0.68,1.03,Battu
38,03,39530,250,446,40226,17232,57458,Mme Élisa MARTIN,UG,16933,29.47,42.84,Qualif
38,03,39530,250,446,40226,17232,57458,Mme Christel DUPRÉ,RN,8989,15.64,22.74,Qualif
38,03,39530,250,446,40226,17232,57458,Mme Émilie CHALAS,ENS,7908,13.76,20.01,Qualif
38,03,39530,250,446,40226,17232,57458,M. Stéphane GEMMANI,DVG,3059,5.32,7.74,Battu
38,03,39530,250,446,40226,17232,57458,Mme Coline GENEVOIS,LR,1103,1.92,2.79,Battu
38,03,39530,250,446,40226,17232,57458,M. M'Hamed BENHAROUGA,UDI,370,0.64,0.94,Battu
38,03,39530,250,446,40226,17232,57458,M. Khemisti BOUBEKER,DVG,289,0.5,0.73,Battu
38,03,39530,250,446,40226,17232,57458,Mme Isabelle FASSION,REC,251,0.44,0.63,Battu
38,03,39530,250,446,40226,17232,57458,Mme Catherine BRUN,EXG,223,0.39,0.56,Battu
38,03,39530,250,446,40226,17232,57458,M. Louiliam CLOT,ECO,181,0.32,0.46,Battu
38,03,39530,250,446,40226,17232,57458,M. Baptiste ANGLADE,EXG,142,0.25,0.36,Battu
38,03,39530,250,446,40226,17232,57458,M. Samuel LE FOURN,EXG,82,0.14,0.21,Battu
38,04,64787,329,1100,66216,26385,92601,Mme Marie-Noëlle BATTISTEL,UG,27548,29.75,42.52,Qualif
38,04,64787,329,1100,66216,26385,92601,Mme Anne-Marie MALANDRINO,UXD,20812,22.47,32.12,Qualif
38,04,64787,329,1100,66216,26385,92601,Mme Evelyne DE CARO,ENS,7751,8.37,11.96,Battu
38,04,64787,329,1100,66216,26385,92601,Mme Alexandra VEYRET,LR,7219,7.8,11.14,Battu
38,04,64787,329,1100,66216,26385,92601,M. David BABUT,REC,838,0.9,1.29,Battu
38,04,64787,329,1100,66216,26385,92601,M. Alain ZIEGLER,EXG,619,0.67,0.96,Battu
38,05,76863,402,1296,78561,28359,106920,M. Jérémie IORDANOFF,UG,27991,26.18,36.42,Qualif
38,05,76863,402,1296,78561,28359,106920,Mme Frédérique SCHREIBER,RN,23674,22.14,30.8,Qualif
38,05,76863,402,1296,78561,28359,106920,M. Jean-Charles COLAS-ROY,ENS,15783,14.76,20.53,Qualif
38,05,76863,402,1296,78561,28359,106920,M. Dominique ESCARON,DVC,7250,6.78,9.43,Battu
38,05,76863,402,1296,78561,28359,106920,M. Philippe GARRIGOS,DSV,791,0.74,1.03,Battu
38,05,76863,402,1296,78561,28359,106920,Mme Christine TULIPE,EXG,755,0.71,0.98,Battu
38,05,76863,402,1296,78561,28359,106920,Mme Béatrice LACROUTS,REC,619,0.58,0.81,Battu
38,06,61335,316,1201,62852,28202,91054,M. Alexis JOLLY,RN,29167,32.03,47.55,Qualif
38,06,61335,316,1201,62852,28202,91054,Mme Yaqine DI SPIGNO,UG,12791,14.05,20.85,Qualif
38,06,61335,316,1201,62852,28202,91054,Mme Cendra MOTIN,ENS,10712,11.76,17.46,Battu
38,06,61335,316,1201,62852,28202,91054,Mme Annie POURTIER,LR,7816,8.58,12.74,Battu
38,06,61335,316,1201,62852,28202,91054,Mme Denise GOMEZ,EXG,664,0.73,1.08,Battu
38,06,61335,316,1201,62852,28202,91054,M. Pierre FABRE,EXG,185,0.2,0.3,Battu
38,07,67773,387,1033,69193,27807,97000,M. Benoît AUGUSTE,RN,28531,29.41,42.1,Qualif
38,07,67773,387,1033,69193,27807,97000,M. Yannick NEUDER,LR,18678,19.26,27.56,Qualif
38,07,67773,387,1033,69193,27807,97000,Mme Dominique DICHARD,UG,13427,13.84,19.81,Qualif
38,07,67773,387,1033,69193,27807,97000,Mme Helena CHESSER,ENS,6507,6.71,9.6,Battu
38,07,67773,387,1033,69193,27807,97000,M. Bruno PERRODIN,EXG,630,0.65,0.93,Battu
38,08,57232,336,1026,58594,24248,82842,Mme Hanane MANSOURI,UXD,22847,27.58,39.92,Qualif
38,08,57232,336,1026,58594,24248,82842,Mme Cécile MICHEL,UG,14021,16.92,24.5,Qualif
38,08,57232,336,1026,58594,24248,82842,Mme Caroline ABADIE,ENS,11727,14.16,20.49,Qualif
38,08,57232,336,1026,58594,24248,82842,M. Jean-Claude LASSALLE,LR,7923,9.56,13.84,Battu
38,08,57232,336,1026,58594,24248,82842,M. Jacques LACAILLE,EXG,623,0.75,1.09,Battu
38,08,57232,336,1026,58594,24248,82842,Mme Aurore GALVES,DIV,91,0.11,0.16,Battu
38,09,70825,309,1447,72581,28739,101320,Mme Cécile BENE,RN,24106,23.79,34.04,Qualif
38,09,70825,309,1447,72581,28739,101320,Mme Sandrine NOSBÉ,UG,19825,19.57,27.99,Qualif
38,09,70825,309,1447,72581,28739,101320,Mme Élodie JACQUIER-LAFORGE,ENS,19307,19.06,27.26,Qualif
38,09,70825,309,1447,72581,28739,101320,Mme Héloïse BARADEL,LR,5468,5.4,7.72,Battu
38,09,70825,309,1447,72581,28739,101320,Mme Gaelle OFFRANC PIRET,ECO,833,0.82,1.18,Battu
38,09,70825,309,1447,72581,28739,101320,Mme Claude DETROYAT,EXG,756,0.75,1.07,Battu
38,09,70825,309,1447,72581,28739,101320,M. Salvador VERO,REC,397,0.39,0.56,Battu
38,09,70825,309,1447,72581,28739,101320,M. Valentin RADLO,DIV,124,0.12,0.18,Battu
38,09,70825,309,1447,72581,28739,101320,Mme Emma VASSAL,EXG,9,0.01,0.01,Battu
38,10,66186,383,1149,67718,31677,99395,M. Thierry PEREZ,RN,28348,28.52,42.83,Qualif
38,10,66186,383,1149,67718,31677,99395,Mme Joëlle RICHOL,UG,16833,16.94,25.43,Qualif
38,10,66186,383,1149,67718,31677,99395,Mme Marjolaine MEYNIER-MILLEFERT,ENS,14688,14.78,22.19,Qualif
38,10,66186,383,1149,67718,31677,99395,M. Aurélien LEPRETRE,LR,5318,5.35,8.03,Battu
38,10,66186,383,1149,67718,31677,99395,M. Clément BORDES,EXG,999,1.01,1.51,Battu
39,01,44884,489,1018,46391,18534,64925,Mme Valérie GRABY,RN,17517,26.98,39.03,Qualif
39,01,44884,489,1018,46391,18534,64925,Mme Danielle BRULEBOIS,ENS,16231,25,36.16,Qualif
39,01,44884,489,1018,46391,18534,64925,M. Anthony BRONDEL,UG,10350,15.94,23.06,Qualif
39,01,44884,489,1018,46391,18534,64925,Mme Johanne MOREL,EXG,786,1.21,1.75,Battu
39,02,37595,356,766,38717,17006,55723,Mme Marie-Christine DALLOZ,LR,14507,26.03,38.59,Qualif
39,02,37595,356,766,38717,17006,55723,M. Thierry MOSCA,RN,12315,22.1,32.76,Qualif
39,02,37595,356,766,38717,17006,55723,Mme Evelyne TERNANT,UG,9303,16.7,24.75,Qualif
39,02,37595,356,766,38717,17006,55723,M. Patrick LANCON,DSV,694,1.25,1.85,Battu
39,02,37595,356,766,38717,17006,55723,M. André BIGOT,REC,390,0.7,1.04,Battu
39,02,37595,356,766,38717,17006,55723,M. Christian MARCHET,EXG,386,0.69,1.03,Battu
39,03,48710,411,789,49910,20295,70205,Mme Aurore VUILLEMIN-PLANCON,RN,19354,27.57,39.73,Qualif
39,03,48710,411,789,49910,20295,70205,Mme Justine GRUET,LR,16727,23.83,34.34,Qualif
39,03,48710,411,789,49910,20295,70205,M. Hervé PRAT,UG,11833,16.85,24.29,Qualif
39,03,48710,411,789,49910,20295,70205,Mme Dominique REVOY,EXG,796,1.13,1.63,Battu
40,01,75576,725,1714,78015,31682,109697,Mme Veronique FOSSEY,RN,28138,25.65,37.23,Qualif
40,01,75576,725,1714,78015,31682,109697,Mme Geneviève DARRIEUSSECQ,ENS,21353,19.47,28.25,Qualif
40,01,75576,725,1714,78015,31682,109697,Mme Marie-Laure LAFARGUE,UG,20466,18.66,27.08,Qualif
40,01,75576,725,1714,78015,31682,109697,Mme Fabienne CHRIT,LR,3343,3.05,4.42,Battu
40,01,75576,725,1714,78015,31682,109697,M. Jean Claude BON,EXG,852,0.78,1.13,Battu
40,01,75576,725,1714,78015,31682,109697,M. Dominique JARREAU,DVC,720,0.66,0.95,Battu
40,01,75576,725,1714,78015,31682,109697,Mme Isabelle HENAFF,REC,700,0.64,0.93,Battu
40,01,75576,725,1714,78015,31682,109697,M. Degny Hermann AMESSAN,DVC,4,0,0.01,Battu
40,02,86700,899,1886,89485,35132,124617,M. Ludovic BIESBROUCK,RN,28264,22.68,32.6,Qualif
40,02,86700,899,1886,89485,35132,124617,M. Lionel CAUSSE,ENS,26051,20.9,30.05,Qualif
40,02,86700,899,1886,89485,35132,124617,M. Jean-Marc LESPADE,UG,24645,19.78,28.43,Qualif
40,02,86700,899,1886,89485,35132,124617,M. Marc VERNIER,LR,4625,3.71,5.33,Battu
40,02,86700,899,1886,89485,35132,124617,Mme Dominique LECUONA,REG,1358,1.09,1.57,Battu
40,02,86700,899,1886,89485,35132,124617,M. Stéphane DAVID,REC,918,0.74,1.06,Battu
40,02,86700,899,1886,89485,35132,124617,M. Pascal DEMANGEOT,EXG,839,0.67,0.97,Battu
40,03,70706,877,1583,73166,26854,100020,M. Boris VALLAUD,UG,26235,26.23,37.1,Qualif
40,03,70706,877,1583,73166,26854,100020,Mme Sylvie FRANCESCHINI,RN,25165,25.16,35.59,Qualif
40,03,70706,877,1583,73166,26854,100020,M. Tom GILLET DUFFRECHOU,ENS,11310,11.31,16,Battu
40,03,70706,877,1583,73166,26854,100020,M. Brice SAINT-CRICQ,LR,5078,5.08,7.18,Battu
40,03,70706,877,1583,73166,26854,100020,Mme Christelle LASSORT,DVC,1141,1.14,1.61,Battu
40,03,70706,877,1583,73166,26854,100020,M. Christian DELFOSSE,REC,813,0.81,1.15,Battu
40,03,70706,877,1583,73166,26854,100020,Mme Carole VOUTAZ,EXG,513,0.51,0.73,Battu
40,03,70706,877,1583,73166,26854,100020,M. Matèu RICHARD,REG,451,0.45,0.64,Battu
41,01,54148,483,1221,55852,26854,82706,Mme Marine BARDET,RN,19069,23.06,35.22,Qualif
41,01,54148,483,1221,55852,26854,82706,M. Marc FESNEAU,ENS,18711,22.62,34.56,Qualif
41,01,54148,483,1221,55852,26854,82706,M. Reda BELKADI,DVG,8311,10.05,15.35,Battu
41,01,54148,483,1221,55852,26854,82706,M. Pierre Gilles PARRA,LR,3220,3.89,5.95,Battu
41,01,54148,483,1221,55852,26854,82706,M. Gildas VIEIRA,DVC,2867,3.47,5.29,Battu
41,01,54148,483,1221,55852,26854,82706,M. Alain LOMBARD,EXG,1828,2.21,3.38,Battu
41,01,54148,483,1221,55852,26854,82706,M. François DASSONNEVILLE,DIV,138,0.17,0.25,Battu
41,01,54148,483,1221,55852,26854,82706,M. Jean-Marc TRAN,DIV,4,0,0.01,Battu
41,02,51512,680,1903,54095,26185,80280,M. Roger CHUDEAU,RN,25611,31.9,49.72,Qualif
41,02,51512,680,1903,54095,26185,80280,M. Nils AUCANTE,DVD,10340,12.88,20.07,Qualif
41,02,51512,680,1903,54095,26185,80280,Mme Sylvie MAYER,UG,10027,12.49,19.47,Battu
41,02,51512,680,1903,54095,26185,80280,M. Alexandre GUILLEMAUD,UDI,2803,3.49,5.44,Battu
41,02,51512,680,1903,54095,26185,80280,M. Hervé LANCELOT,REC,1719,2.14,3.34,Battu
41,02,51512,680,1903,54095,26185,80280,Mme Caroline MAIDON,EXG,966,1.2,1.88,Battu
41,02,51512,680,1903,54095,26185,80280,Mme Bénédicte DE SAINT PIERRE,DVD,46,0.06,0.09,Battu
41,02,51512,680,1903,54095,26185,80280,M. Eric FOUQUE,DIV,0,0,0,Battu
41,03,55217,565,1190,56972,24082,81054,Mme Virginia DE OLIVEIRA,RN,22674,27.97,41.06,Qualif
41,03,55217,565,1190,56972,24082,81054,M. Christophe MARION,ENS,20014,24.69,36.25,Qualif
41,03,55217,565,1190,56972,24082,81054,M. Noé PETIT,UG,10795,13.32,19.55,Qualif
41,03,55217,565,1190,56972,24082,81054,M. Claude LAMY,EXG,986,1.22,1.79,Battu
41,03,55217,565,1190,56972,24082,81054,M. Alexandre BONNASSIEUX,REC,748,0.92,1.35,Battu
42,01,41588,250,585,42423,21540,63963,M. Pierrick COURBON,UG,16778,26.23,40.34,Qualif
42,01,41588,250,585,42423,21540,63963,Mme Marie SIMON,RN,13296,20.79,31.97,Qualif
42,01,41588,250,585,42423,21540,63963,M. Quentin BATAILLON,ENS,9864,15.42,23.72,Qualif
42,01,41588,250,585,42423,21540,63963,M. Xavier KEMLIN,DVD,811,1.27,1.95,Battu
42,01,41588,250,585,42423,21540,63963,M. Romain BROSSARD,EXG,473,0.74,1.14,Battu
42,01,41588,250,585,42423,21540,63963,M. François CHORD,DVD,366,0.57,0.88,Battu
42,02,31679,178,474,32331,18558,50889,Mme Andrée TAURINYA,UG,13652,26.83,43.09,Qualif
42,02,31679,178,474,32331,18558,50889,M. Hervé BREUIL,RN,8595,16.89,27.13,Qualif
42,02,31679,178,474,32331,18558,50889,M. Eric LE JAOUEN,UDI,7310,14.36,23.08,Qualif
42,02,31679,178,474,32331,18558,50889,M. Martial MOSSMANN,DVC,871,1.71,2.75,Battu
42,02,31679,178,474,32331,18558,50889,Mme Nathalie DOUSPIS,ECO,650,1.28,2.05,Battu
42,02,31679,178,474,32331,18558,50889,Mme Sophie DIETERICH,EXG,439,0.86,1.39,Battu
42,02,31679,178,474,32331,18558,50889,M. Quentin FONTVIEILLE,DVC,162,0.32,0.51,Battu
42,03,55791,240,1310,57341,27063,84404,Mme Angelina LA MARCA,RN,22813,27.03,40.89,Qualif
42,03,55791,240,1310,57341,27063,84404,M. Emmanuel MANDON,ENS,16243,19.24,29.11,Qualif
42,03,55791,240,1310,57341,27063,84404,M. Vincent BONY,UG,15254,18.07,27.34,Qualif
42,03,55791,240,1310,57341,27063,84404,M. Rachid DAOUD,DVG,754,0.89,1.35,Battu
42,03,55791,240,1310,57341,27063,84404,Mme Pauline HUSSEINI,EXG,727,0.86,1.3,Battu
42,04,70470,458,1513,72441,32052,104493,M. Gerbert RAMBAUD,RN,28753,27.52,40.8,Qualif
42,04,70470,458,1513,72441,32052,104493,Mme Sylvie BONNET,LR,21649,20.72,30.72,Qualif
42,04,70470,458,1513,72441,32052,104493,M. Bernard PAEMELAERE,UG,18700,17.9,26.54,Qualif
42,04,70470,458,1513,72441,32052,104493,Mme Nora IBBARI,EXG,1368,1.31,1.94,Battu
42,05,71050,497,1187,72734,28855,101589,M. Antoine VERMOREL-MARQUES,LR,29832,29.37,41.99,Qualif
42,05,71050,497,1187,72734,28855,101589,Mme Sandrine GRANGER,RN,25644,25.24,36.09,Qualif
42,05,71050,497,1187,72734,28855,101589,M. Ismaël STEVENSON,UG,13039,12.84,18.35,Qualif
42,05,71050,497,1187,72734,28855,101589,Mme Florence NAYME,ECO,956,0.94,1.35,Battu
42,05,71050,497,1187,72734,28855,101589,Mme Edith ROCHE,EXG,726,0.71,1.02,Battu
42,05,71050,497,1187,72734,28855,101589,M. Robert LACHAUD,REC,614,0.6,0.86,Battu
42,05,71050,497,1187,72734,28855,101589,M. Yann ESTEVENY,EXD,239,0.24,0.34,Battu
42,06,78105,581,1548,80234,31623,111857,M. Grégoire GRANGER,RN,31016,27.73,39.71,Qualif
42,06,78105,581,1548,80234,31623,111857,M. Jean-Pierre TAITE,LR,21724,19.42,27.81,Qualif
42,06,78105,581,1548,80234,31623,111857,Mme Marie-Paule OLIVE,UG,13472,12.04,17.25,Battu
42,06,78105,581,1548,80234,31623,111857,M. Alexandre SILVA,DVC,9721,8.69,12.45,Battu
42,06,78105,581,1548,80234,31623,111857,M. Yves PETIOT,EXG,720,0.64,0.92,Battu
42,06,78105,581,1548,80234,31623,111857,M. Norbert TRICHARD,EXG,502,0.45,0.64,Battu
42,06,78105,581,1548,80234,31623,111857,Mme Sandra HAURY,ECO,480,0.43,0.61,Battu
42,06,78105,581,1548,80234,31623,111857,M. Yvan GUY-MERCIER,REC,470,0.42,0.6,Battu
43,01,73398,447,1021,74866,27850,102716,M. Laurent WAUQUIEZ,LR,27013,26.3,36.8,Qualif
43,01,73398,447,1021,74866,27850,102716,M. Alexandre HEUZEY,RN,25091,24.43,34.18,Qualif
43,01,73398,447,1021,74866,27850,102716,Mme Celline GACON,UG,13694,13.33,18.66,Qualif
43,01,73398,447,1021,74866,27850,102716,Mme Cécile Marcelle GALLIEN,ENS,6932,6.75,9.44,Battu
43,01,73398,447,1021,74866,27850,102716,Mme Electre DRACOS,EXG,668,0.65,0.91,Battu
43,02,55758,481,834,57073,22317,79390,M. Jean-Pierre VIGIER,LR,21573,27.17,38.69,Qualif
43,02,55758,481,834,57073,22317,79390,Mme Suzanne Maryse Denise FOURETS,RN,17885,22.53,32.08,Qualif
43,02,55758,481,834,57073,22317,79390,M. Andre Antoine Célestin CHAPAVEIRE,UG,10898,13.73,19.55,Qualif
43,02,55758,481,834,57073,22317,79390,Mme Patricia Pierrette GIRE-JOUBERT,ENS,4607,5.8,8.26,Battu
43,02,55758,481,834,57073,22317,79390,M. Antoine BREBION,EXG,795,1,1.43,Battu
44,01,54798,181,1193,56172,21170,77342,M. Karim BENBRAHIM,UG,23671,30.61,43.2,Qualif
44,01,54798,181,1193,56172,21170,77342,M. Mounir BELHAMITI,ENS,20488,26.49,37.39,Qualif
44,01,54798,181,1193,56172,21170,77342,M. Bryan PECQUEUR,RN,9937,12.85,18.13,Qualif
44,01,54798,181,1193,56172,21170,77342,Mme Hélène DEFRANCE,EXG,521,0.67,0.95,Battu
44,01,54798,181,1193,56172,21170,77342,Mme Betty COLLOBER,EXG,181,0.23,0.33,Battu
44,02,66463,266,832,67561,23971,91532,M. Andy KERBRAT,UG,34341,37.52,51.67,Elu
